uid,complexity
0029/00292021,4
0052/00522136,7
0066/00665239,1
0047/00479311,1
0054/00545375,2
0059/00599774,6
0060/00607958,4
0020/00200067,2
0037/00374485,4
0089/00897232,12
0079/00793086,15
0088/00882544,2
0030/00301807,18
0073/00730362,8
0082/00820353,10
0045/00458813,7
0078/00787785,28
0008/00081944,8
0043/00436692,12
0019/00191122,4
0087/00879042,6
0085/00853418,18
0052/00523076,4
0040/00408375,14
0039/00399451,4
0053/00530484,8
0072/00720483,4
0031/00316271,4
0008/00089999,4
0002/00029287,15
0039/00392675,13
0069/00697291,22
0082/00820498,4
0051/00514792,5
0097/00976330,5
0086/00865287,19
0072/00721004,8
0047/00474317,18
0047/00479870,5
0042/00423668,4
0072/00728617,1
0043/00435919,4
0057/00578263,1
0072/00722794,7
0088/00889300,13
0068/00682932,3
0078/00784839,13
0076/00767410,9
0073/00734104,1
0053/00534489,7
0043/00434610,7
0048/00489180,4
0092/00928527,4
0024/00242268,4
0056/00569393,4
0015/00159038,4
0060/00608753,6
0045/00456761,4
0060/00600089,4
0004/00047518,2
0002/00024603,4
0080/00806520,4
0016/00160286,15
0017/00179966,8
0023/00234543,4
0084/00842609,2
0011/00113520,12
0078/00780429,12
0078/00789070,13
0077/00779415,18
0031/00313608,10
0061/00613732,4
0071/00714340,1
0001/00017298,5
0033/00334180,8
0094/00948632,5
0096/00968799,24
0074/00743969,22
0082/00828913,4
0049/00490806,2
0013/00130087,8
0025/00252237,4
0060/00604956,1
0073/00732405,4
0035/00354807,12
0090/00900747,5
0094/00946238,4
0091/00915485,4
0083/00832496,1
0064/00649782,4
0074/00742352,9
0030/00307711,6
0084/00845577,4
0068/00681872,24
0082/00820024,12
0092/00928405,8
0047/00475649,12
0064/00647498,1
0030/00302624,22
0064/00642528,15
0075/00754074,1
0028/00280241,4
0082/00827971,4
0054/00542578,8
0086/00864762,2
0056/00561362,10
0048/00487091,8
0045/00451361,2
0078/00787671,1
0052/00527111,32
0064/00642546,1
0051/00514992,14
0063/00630686,4
0055/00554548,29
0040/00409484,2
0094/00942897,1
0033/00333476,14
0069/00690702,20
0007/00074125,9
0022/00222326,20
0071/00718398,17
0042/00424534,12
0053/00535545,2
0006/00063275,2
0055/00551029,31
0068/00689363,1
0011/00114452,14
0013/00138890,13
0051/00514969,27
0017/00176071,12
0026/00265808,28
0072/00728497,8
0086/00862558,4
0076/00765523,8
0086/00868467,5
0067/00675061,7
0072/00721800,9
0009/00096493,7
0044/00443124,27
0078/00780239,3
0012/00126058,8
0077/00774916,2
0006/00067781,4
0023/00237881,4
0064/00641734,16
0027/00273836,4
0042/00422547,4
0071/00713913,4
0026/00263066,2
0061/00610705,23
0045/00455461,4
0095/00957533,4
0024/00242656,10
0025/00256993,3
0092/00927569,17
0041/00410878,4
0066/00669592,3
0049/00496333,19
0048/00482075,4
0093/00930974,2
0082/00828326,4
0094/00940902,4
0053/00531467,32
0073/00735113,7
0031/00313500,8
0095/00959131,1
0057/00576843,10
0045/00456313,4
0082/00823561,1
0020/00208473,2
0053/00530396,6
0048/00488160,4
0066/00661125,1
0038/00383617,12
0022/00221507,7
0094/00940128,9
0075/00759006,21
0051/00518623,4
0046/00465425,4
0021/00219862,7
0044/00440222,16
0032/00322359,13
0007/00073994,8
0003/00032036,22
0084/00846897,2
0036/00362614,4
0022/00223882,19
0009/00091341,2
0009/00092435,4
0022/00220604,17
0073/00733378,23
0049/00494702,14
0067/00679647,4
0032/00329284,6
0086/00868353,16
0005/00050086,20
0027/00273091,1
0075/00758480,24
0027/00272733,3
0033/00338386,4
0089/00894981,12
0072/00721958,13
0006/00064221,8
0058/00588202,2
0073/00738027,12
0013/00137213,4
0087/00872820,4
0095/00955398,5
0023/00235548,4
0063/00635339,4
0053/00533172,16
0029/00295706,4
0091/00913314,10
0049/00497542,8
0096/00960025,2
0062/00623978,4
0055/00556889,4
0091/00913102,8
0099/00994689,32
0012/00129294,4
0039/00398847,19
0050/00505958,4
0070/00704817,24
0079/00799809,21
0035/00353612,6
0036/00361985,4
0036/00364731,1
0083/00837653,5
0093/00937414,4
0039/00396497,2
0063/00638191,8
0078/00780827,10
0030/00300506,4
0076/00762681,4
0073/00731403,8
0099/00992887,9
0069/00696644,8
0010/00103737,4
0064/00640918,4
0041/00413711,4
0013/00136778,5
0026/00261143,1
0009/00094609,8
0023/00230589,5
0055/00550864,15
0035/00357953,4
0046/00466168,4
0035/00354891,9
0034/00349708,14
0028/00285650,13
0027/00276330,4
0037/00373470,10
0042/00425684,13
0030/00309386,4
0092/00929345,2
0042/00427112,1
0034/00344011,2
0017/00173789,4
0006/00061251,5
0030/00309623,8
0073/00738809,4
0098/00983695,6
0045/00455480,7
0057/00571191,5
0052/00524733,26
0051/00518806,4
0074/00744099,24
0049/00499994,20
0048/00486944,14
0032/00320545,13
0041/00418821,8
0020/00208372,5
0061/00614667,1
0091/00918870,8
0082/00826547,6
0041/00411846,5
0062/00621267,5
0070/00703694,4
0054/00545398,4
0078/00786947,4
0068/00683803,12
0016/00166888,8
0024/00241657,6
0005/00059330,9
0064/00642763,10
0030/00308448,30
0071/00719689,2
0015/00152242,4
0031/00310673,9
0044/00445276,8
0013/00137759,1
0041/00419858,7
0068/00686202,4
0058/00587792,4
0009/00097049,18
0088/00888972,1
0003/00031319,7
0084/00847128,1
0032/00321185,8
0031/00313889,5
0082/00829524,5
0063/00634539,24
0067/00675534,6
0049/00499807,8
0036/00368188,4
0057/00579486,4
0095/00958170,6
0070/00702125,1
0005/00051899,2
0092/00924132,4
0098/00981019,4
0062/00625131,17
0083/00836910,15
0053/00530288,4
0065/00652912,4
0044/00446326,4
0016/00169630,26
0026/00264647,14
0022/00226204,14
0040/00400331,30
0078/00780499,16
0035/00353607,8
0075/00754330,2
0052/00527446,6
0058/00583769,8
0059/00597936,28
0064/00649662,2
0081/00812786,4
0075/00758434,4
0079/00794702,4
0059/00597052,3
0074/00743109,22
0008/00089429,24
0092/00925233,12
0099/00994946,8
0049/00495473,13
0059/00592524,8
0082/00820799,8
0069/00695195,9
0022/00222007,9
0014/00147581,5
0006/00062913,50
0077/00772563,2
0026/00266591,24
0090/00900600,11
0055/00557376,4
0013/00138778,12
0061/00611943,6
0040/00402445,6
0056/00560440,2
0077/00772253,11
0025/00259477,5
0061/00613695,15
0072/00720410,2
0061/00614401,4
0005/00050487,4
0055/00552299,18
0070/00701839,4
0034/00346829,12
0055/00558154,23
0094/00946275,12
0088/00888426,4
0018/00186550,18
0077/00775112,10
0089/00896320,4
0046/00466691,4
0077/00777699,8
0058/00583173,16
0075/00759455,2
0095/00952116,7
0016/00166361,6
0071/00718394,17
0063/00635745,4
0003/00033475,16
0047/00471545,12
0032/00327341,4
0084/00847108,4
0026/00267753,16
0094/00941798,4
0060/00605962,19
0070/00704259,8
0012/00121310,4
0038/00382474,6
0076/00762365,33
0061/00612038,4
0044/00441627,6
0069/00698462,4
0068/00686744,4
0035/00352162,4
0065/00651624,5
0041/00414305,24
0096/00963618,4
0089/00896396,1
0012/00121932,2
0023/00232750,6
0039/00392354,4
0060/00604395,33
0075/00758593,5
0009/00090587,1
0004/00044212,4
0053/00535195,13
0010/00101819,1
0064/00643917,5
0020/00208355,9
0013/00136982,13
0056/00565097,1
0035/00357291,4
0056/00562069,20
0079/00798475,16
0005/00055778,42
0077/00774346,4
0015/00151098,1
0025/00258897,36
0075/00759412,5
0090/00900102,4
0068/00685926,5
0014/00146670,4
0073/00734218,24
0064/00648200,4
0031/00319127,4
0016/00164976,6
0031/00319549,24
0080/00800208,8
0031/00313609,4
0073/00739052,9
0096/00964539,4
0095/00958849,16
0041/00418805,8
0051/00517885,1
0046/00467029,4
0085/00857802,8
0094/00946606,15
0080/00809402,8
0021/00216162,16
0089/00899314,2
0048/00487320,4
0047/00476026,4
0044/00449788,4
0029/00293380,4
0045/00454674,1
0012/00122322,24
0029/00291410,17
0028/00280464,5
0024/00241931,11
0012/00126987,4
0045/00459158,9
0089/00892307,17
0058/00588612,12
0025/00252560,4
0002/00024944,4
0092/00925527,5
0088/00889749,4
0027/00275807,1
0063/00638095,32
0032/00321189,12
0079/00792309,4
0030/00304132,40
0004/00045223,4
0027/00276507,4
0025/00255109,2
0020/00205756,12
0041/00412539,36
0003/00030003,11
0014/00141039,1
0013/00133905,8
0052/00525483,20
0027/00274082,4
0062/00622425,24
0018/00181896,7
0042/00421200,4
0026/00262413,6
0091/00913384,6
0071/00716721,9
0089/00895508,2
0055/00551779,4
0075/00755870,4
0087/00879844,14
0010/00106046,33
0007/00078566,14
0048/00481299,8
0079/00793595,4
0042/00421880,8
0071/00711792,2
0050/00505542,4
0040/00402610,5
0035/00357109,1
0061/00619515,2
0018/00180059,7
0033/00337273,1
0059/00594905,10
0045/00458332,5
0098/00988610,9
0063/00637854,5
0031/00313633,4
0091/00915339,36
0029/00292050,1
0025/00258417,4
0079/00791071,3
0003/00038955,4
0010/00104184,8
0071/00715424,1
0041/00417076,4
0086/00863788,40
0099/00998821,24
0047/00472676,12
0075/00751049,8
0070/00702280,4
0017/00171106,12
0012/00129969,6
0064/00644895,2
0007/00071499,8
0038/00389248,9
0054/00545132,8
0076/00766147,3
0051/00514254,9
0089/00899991,2
0044/00448905,7
0058/00581910,16
0047/00478271,9
0014/00142661,16
0094/00946724,4
0016/00162405,10
0052/00522770,4
0099/00996698,13
0030/00301988,4
0026/00268516,8
0051/00519143,12
0042/00420424,5
0055/00552309,13
0023/00236885,11
0048/00485771,8
0074/00748698,11
0051/00519632,4
0010/00101768,14
0039/00398176,11
0062/00623530,28
0060/00601226,8
0099/00991201,1
0091/00919396,4
0081/00814495,10
0030/00303945,14
0053/00530665,9
0064/00646982,9
0002/00027456,24
0067/00675248,18
0027/00279847,14
0035/00354396,4
0077/00772058,6
0060/00602395,4
0063/00637801,1
0095/00955710,4
0061/00618813,25
0014/00142897,5
0081/00816595,10
0011/00118438,4
0063/00639322,2
0033/00333473,2
0075/00754601,1
0041/00418305,4
0023/00237342,1
0033/00338838,6
0053/00535200,5
0082/00823840,4
0028/00282193,5
0083/00836044,7
0094/00943685,31
0051/00515124,27
0063/00634202,1
0079/00791084,17
0094/00948279,2
0095/00957562,4
0001/00017575,6
0063/00630200,20
0058/00582691,6
0070/00702906,1
0051/00514823,6
0017/00172494,1
0028/00287130,12
0033/00331916,4
0069/00695319,20
0008/00087610,5
0097/00972485,14
0047/00470061,6
0035/00353740,20
0062/00626893,24
0033/00336411,8
0078/00784370,1
0091/00919107,4
0028/00286651,4
0073/00733223,8
0025/00258652,20
0098/00983280,4
0066/00661779,4
0053/00531381,8
0035/00353918,6
0005/00057429,16
0049/00492755,24
0071/00719915,6
0066/00662716,10
0060/00605597,15
0072/00729337,4
0074/00748166,4
0011/00114904,4
0093/00934752,8
0080/00804637,7
0014/00143115,1
0067/00673240,10
0085/00851788,2
0049/00498824,22
0030/00308403,19
0090/00907743,10
0051/00514307,21
0089/00891162,16
0072/00727823,30
0068/00689596,4
0026/00262333,4
0012/00124938,23
0095/00955776,5
0044/00444464,12
0075/00759495,2
0022/00223897,1
0035/00356837,21
0057/00573605,19
0086/00860638,8
0025/00256600,19
0069/00697797,12
0036/00369038,4
0018/00188914,1
0012/00123783,6
0052/00525349,6
0022/00220482,38
0005/00059420,16
0055/00551451,13
0074/00740825,4
0016/00167854,1
0065/00656423,1
0075/00753109,10
0043/00434828,8
0027/00271316,11
0011/00112903,1
0044/00440209,4
0036/00366464,5
0006/00065044,13
0025/00252311,8
0031/00319273,23
0046/00469802,4
0026/00263986,6
0004/00041988,6
0073/00733012,4
0042/00421545,7
0033/00331093,8
0057/00574070,3
0035/00351582,1
0001/00011990,4
0056/00561330,12
0054/00547728,20
0088/00886380,2
0060/00608637,4
0051/00515760,1
0087/00873213,2
0059/00590271,32
0035/00352088,8
0098/00986324,1
0065/00651955,21
0008/00081533,1
0040/00402903,21
0014/00141171,11
0066/00662572,8
0013/00139149,1
0070/00701154,1
0017/00175804,16
0041/00418200,4
0089/00898399,2
0000/00006682,8
0060/00601453,6
0054/00540925,26
0022/00223541,23
0064/00642288,4
0034/00340650,24
0020/00202155,10
0051/00514565,16
0082/00829332,12
0056/00569624,22
0069/00690879,9
0041/00419398,6
0097/00972474,20
0017/00172744,4
0043/00436642,8
0080/00808551,4
0052/00520560,30
0083/00832475,9
0031/00319810,10
0027/00279149,8
0055/00551056,28
0046/00469811,4
0058/00580485,4
0064/00643666,28
0007/00074492,4
0047/00470706,12
0038/00383037,4
0013/00132634,32
0098/00984023,2
0007/00071451,4
0011/00114435,16
0012/00123020,1
0041/00417533,4
0084/00847998,5
0078/00788895,41
0030/00303246,7
0093/00933387,3
0007/00074289,2
0091/00910145,4
0079/00793797,1
0008/00084959,4
0011/00111388,4
0090/00904840,1
0078/00785849,7
0017/00175708,20
0060/00603133,5
0089/00897852,8
0066/00665353,4
0026/00267719,10
0006/00068375,8
0076/00765257,4
0042/00429497,12
0024/00247263,4
0087/00877745,8
0063/00632047,6
0066/00669153,1
0032/00321037,8
0092/00926718,1
0099/00999564,3
0086/00860793,2
0099/00998294,4
0039/00398998,32
0030/00307017,14
0092/00924691,5
0061/00617417,1
0095/00953415,38
0048/00486897,37
0055/00558649,9
0057/00579357,2
0051/00510111,4
0022/00220807,21
0019/00192640,4
0013/00138894,13
0032/00322459,2
0079/00791234,9
0036/00365122,4
0014/00148185,2
0004/00043852,4
0083/00830441,4
0025/00258885,23
0068/00683067,4
0068/00681830,4
0005/00054313,1
0020/00201758,40
0062/00627664,4
0038/00385443,4
0002/00024673,5
0033/00330491,14
0086/00869693,4
0022/00222173,6
0017/00174861,32
0051/00510669,3
0095/00954344,4
0092/00927935,4
0005/00056378,12
0060/00605437,4
0068/00683660,8
0023/00235553,24
0051/00517570,10
0033/00334936,8
0051/00518732,24
0021/00215608,4
0001/00013102,4
0024/00244032,1
0079/00793017,2
0066/00666462,4
0078/00789517,12
0013/00139563,5
0027/00275408,2
0005/00053476,24
0044/00442331,5
0031/00312984,4
0057/00574529,2
0026/00265662,4
0044/00445408,4
0023/00230603,4
0098/00987692,8
0085/00858834,17
0029/00292140,1
0094/00940752,18
0028/00281811,8
0068/00684682,16
0046/00460278,7
0016/00169377,7
0086/00860510,4
0043/00439486,4
0045/00459296,8
0088/00886332,17
0056/00560743,5
0065/00655560,8
0082/00827859,2
0094/00944329,6
0035/00355977,1
0059/00593116,4
0017/00174433,6
0014/00143275,8
0013/00137384,13
0027/00277897,9
0034/00342735,6
0034/00349455,4
0018/00189901,7
0091/00919920,10
0098/00988550,12
0008/00081427,24
0031/00318543,6
0079/00792771,1
0055/00555950,4
0003/00039813,20
0054/00544589,9
0089/00894686,4
0070/00709014,8
0059/00597934,15
0008/00084772,1
0035/00357528,6
0099/00993158,11
0070/00709715,5
0052/00522982,3
0042/00426761,4
0017/00177179,8
0014/00141773,15
0067/00675401,7
0035/00359599,5
0076/00765934,8
0085/00859618,10
0052/00525227,20
0047/00475596,23
0067/00675844,4
0098/00985804,6
0068/00681915,5
0027/00272808,10
0081/00819954,6
0017/00172949,23
0033/00336430,11
0091/00918044,22
0052/00525811,16
0071/00718032,8
0074/00741916,4
0035/00357050,4
0059/00598902,1
0050/00503553,4
0040/00402624,12
0024/00244199,11
0035/00356284,4
0003/00031126,7
0075/00758349,2
0098/00981472,4
0067/00679586,11
0029/00298132,4
0021/00218785,5
0057/00576320,32
0072/00729788,4
0010/00105288,10
0065/00658168,22
0069/00690415,2
0089/00895595,8
0093/00932190,4
0047/00471384,14
0095/00953292,1
0074/00742508,8
0007/00079632,24
0046/00465601,9
0021/00218216,12
0082/00827738,4
0003/00037535,4
0076/00763441,4
0050/00505451,2
0023/00239752,36
0070/00708426,12
0006/00067872,6
0044/00442298,4
0005/00058382,4
0036/00366264,5
0027/00279301,38
0074/00749804,14
0098/00986844,1
0023/00230556,2
0080/00804170,2
0096/00964446,4
0053/00530970,8
0000/00001170,7
0016/00163002,4
0084/00846881,8
0031/00318921,2
0041/00414550,2
0061/00613374,1
0049/00497674,4
0066/00666625,8
0025/00258257,17
0053/00533903,12
0073/00734476,2
0035/00352459,24
0041/00410472,19
0007/00079072,5
0076/00765645,8
0028/00288648,2
0061/00618124,4
0086/00868889,2
0041/00417179,8
0018/00180194,16
0099/00996935,2
0034/00342092,2
0061/00611247,6
0032/00322678,1
0047/00473779,18
0051/00517905,16
0008/00082500,4
0077/00779309,7
0009/00097183,4
0062/00627837,1
0001/00017464,7
0058/00588074,3
0020/00208371,5
0024/00242475,4
0081/00812271,26
0027/00270813,8
0027/00279094,14
0072/00723990,5
0072/00726910,26
0036/00368481,8
0051/00514843,18
0010/00105472,9
0001/00017106,4
0013/00137011,8
0046/00460938,4
0079/00797463,6
0029/00290807,4
0081/00819785,28
0089/00898402,2
0026/00265056,20
0087/00872068,5
0031/00319905,4
0097/00976884,4
0057/00570857,1
0078/00788282,8
0042/00429933,2
0098/00986232,8
0097/00976727,1
0059/00591883,36
0063/00631062,4
0061/00613991,8
0083/00832360,4
0057/00578412,26
0035/00355810,4
0090/00907579,33
0020/00203266,36
0072/00723138,12
0073/00738298,6
0043/00439300,11
0028/00282555,4
0035/00352315,2
0012/00127197,6
0049/00497398,14
0009/00098662,1
0093/00930510,8
0080/00806262,5
0065/00656617,4
0028/00287074,8
0041/00418822,16
0076/00762491,4
0038/00381051,3
0056/00564593,2
0045/00456906,4
0084/00842737,31
0073/00732352,4
0039/00398996,32
0027/00276691,1
0044/00445918,1
0005/00055006,4
0060/00605936,8
0039/00390852,22
0081/00817583,4
0061/00619933,4
0066/00662642,1
0019/00194364,24
0036/00369456,4
0097/00978885,1
0031/00315770,3
0069/00695807,20
0020/00203898,2
0057/00572403,15
0060/00602988,8
0086/00861785,3
0078/00785517,8
0028/00285182,12
0013/00132590,12
0089/00898398,2
0075/00755985,8
0031/00313531,19
0073/00732299,28
0086/00862833,20
0007/00078133,4
0007/00072663,1
0055/00554893,10
0059/00590220,7
0034/00349392,1
0077/00777115,3
0070/00700224,1
0069/00695145,4
0016/00161636,8
0091/00914982,1
0082/00829651,4
0063/00637250,4
0048/00485851,4
0034/00345262,4
0008/00088193,22
0067/00672433,13
0016/00166441,2
0070/00705953,24
0029/00295115,19
0076/00768885,4
0004/00048042,10
0033/00333158,12
0027/00275395,12
0076/00766456,4
0033/00337431,4
0031/00316471,8
0078/00786145,11
0092/00922181,4
0046/00466669,4
0043/00436295,16
0027/00273240,12
0076/00764508,8
0028/00283613,24
0058/00581228,8
0020/00204156,20
0047/00470578,2
0041/00411275,6
0054/00547363,4
0084/00843669,2
0065/00652528,8
0033/00334912,24
0094/00942466,6
0088/00884145,2
0095/00959575,8
0087/00878124,5
0057/00577458,10
0042/00424964,6
0053/00531304,5
0082/00828673,6
0019/00191125,4
0009/00095139,16
0082/00820912,15
0079/00791019,10
0018/00180385,1
0089/00892261,5
0070/00706807,4
0076/00765976,11
0014/00145837,4
0076/00761668,1
0055/00556819,4
0073/00736731,1
0096/00962962,1
0027/00278597,2
0009/00099781,7
0044/00442030,8
0008/00084894,6
0003/00035373,4
0017/00179586,4
0043/00438291,4
0065/00651077,10
0006/00068387,4
0069/00696904,13
0093/00932858,29
0083/00838419,9
0061/00617033,8
0060/00606042,4
0074/00744904,10
0032/00328438,10
0049/00492592,24
0092/00929866,4
0044/00444674,1
0042/00425069,4
0052/00529582,9
0015/00151673,6
0019/00199908,12
0073/00737644,9
0025/00250196,1
0092/00924022,4
0068/00689096,20
0059/00595115,4
0068/00683527,16
0026/00261246,4
0031/00312524,12
0066/00663553,4
0076/00762303,1
0076/00769557,4
0074/00749789,1
0007/00072507,4
0001/00015695,8
0025/00251023,36
0010/00109349,8
0084/00848628,2
0091/00913172,4
0092/00928879,20
0014/00140183,21
0058/00588966,26
0011/00117008,4
0010/00106036,24
0065/00655497,4
0025/00250157,10
0046/00463986,12
0000/00001409,4
0001/00017713,1
0047/00477175,1
0021/00218075,11
0092/00920923,7
0059/00593823,4
0018/00185484,4
0040/00407119,20
0090/00905080,2
0032/00321509,4
0013/00138773,42
0072/00728120,6
0046/00462970,28
0028/00285964,2
0097/00978719,4
0075/00756168,37
0058/00588479,4
0072/00724842,6
0028/00281227,24
0075/00756237,23
0036/00366912,2
0084/00842615,12
0050/00507069,6
0077/00776134,18
0080/00805528,4
0041/00410446,4
0062/00627575,4
0039/00399383,5
0076/00761202,28
0048/00485781,12
0007/00075441,2
0005/00051124,8
0053/00534935,4
0048/00489975,28
0027/00272918,8
0003/00039085,2
0033/00336771,4
0096/00961125,26
0092/00920090,4
0098/00981896,1
0082/00825235,4
0021/00210330,9
0029/00296105,5
0003/00039642,6
0008/00082865,1
0017/00170338,38
0073/00739920,1
0065/00652379,2
0043/00436346,4
0016/00167059,4
0071/00719337,6
0017/00170562,4
0012/00122111,2
0089/00890552,17
0090/00905215,4
0022/00222199,2
0041/00418877,4
0013/00136283,4
0016/00161693,16
0036/00369106,4
0073/00738417,6
0039/00395026,2
0017/00170534,27
0046/00467781,4
0017/00175238,2
0023/00232614,4
0030/00300211,4
0078/00780268,1
0030/00303293,9
0013/00132558,8
0015/00159330,4
0025/00250902,5
0038/00380675,2
0045/00451685,14
0001/00019743,20
0078/00780588,1
0094/00943621,1
0035/00354649,2
0039/00390383,5
0066/00663262,7
0014/00148723,2
0063/00633806,6
0027/00275706,4
0059/00593722,8
0046/00460933,8
0041/00414824,8
0016/00168011,12
0074/00743236,28
0099/00993139,4
0026/00266066,12
0068/00689614,6
0080/00805313,1
0082/00826845,1
0051/00515423,7
